datetimestamp,underlyingSymbol,underlyingPrice,underlyingVol,putCall,strikePrice,expirationType,inTheMoney,lastTradingDay,expirationDate,daysToExpiration,openInterest,theoreticalVolatility,volatility,theoreticalOptionValue,closePrice,last,mark,bid,ask
2020-06-27 16:26:02.525617,GS,188.905,29.0,CALL,215.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,345,29.0,44.835,4.55,4.55,4.8,4.55,4.15,4.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,CALL,220.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,55,29.0,44.388,3.55,3.55,3.65,3.55,3.2,3.9
2020-06-27 16:26:02.525617,GS,188.905,29.0,CALL,225.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,86,29.0,44.332,2.805,2.81,2.96,2.81,2.66,2.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,CALL,230.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,89,29.0,45.024,2.325,2.27,2.19,2.33,2.07,2.58
2020-06-27 16:26:02.525617,GS,188.905,29.0,CALL,235.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,37,29.0,44.203,1.71,1.72,1.79,1.71,1.56,1.86
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,84,29.0,70.335,0.47,0.48,0.51,0.47,0.42,0.52
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,167.5,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,0,29.0,72.287,0.76,0.7,0.55,0.76,0.57,0.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,96,29.0,68.975,0.91,0.92,0.89,0.91,0.82,1.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,172.5,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,445,29.0,67.278,1.18,1.18,1.05,1.18,0.98,1.38
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,622,29.0,66.538,1.58,1.59,1.49,1.58,1.39,1.77
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,177.5,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,99,29.0,66.322,2.12,2.13,1.92,2.12,1.9,2.34
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,187,29.0,65.275,2.72,2.67,2.6,2.72,2.44,3.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,69,29.0,61.089,3.175,3.2,3.2,3.18,3.05,3.3
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,132,29.0,63.286,4.325,4.31,4.1,4.33,3.95,4.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,S,False,2020-07-03 00:00:00,2020-07-02 20:00:00,5,124,29.0,62.796,5.4,5.41,5.07,5.4,5.0,5.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,218,29.0,61.915,6.6,6.53,6.4,6.6,6.1,7.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,170,29.0,61.405,8.0,7.96,7.57,8.0,7.5,8.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,301,29.0,57.424,9.25,9.4,9.2,9.25,9.1,9.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,130,29.0,60.68,11.3,11.18,10.92,11.3,10.8,11.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,293,29.0,59.784,13.125,13.04,12.8,13.13,12.7,13.55
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,344,29.0,55.574,14.875,15.12,14.81,14.88,14.25,15.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,147,29.0,58.168,17.175,17.26,17.0,17.17,16.7,17.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,199,29.0,52.23,19.15,19.4,19.15,19.15,18.7,19.6
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,167,29.0,49.746,21.425,21.6,21.25,21.43,21.05,21.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,S,True,2020-07-03 00:00:00,2020-07-02 20:00:00,5,43,29.0,44.202,23.75,23.99,20.73,23.75,22.7,24.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,11,29.0,59.089,0.36,0.37,0.37,0.36,0.18,0.54
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,15,29.0,59.729,0.725,0.7,0.79,0.73,0.39,1.06
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,42,29.0,55.854,1.02,1.02,1.03,1.02,0.82,1.22
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,152,29.0,53.859,1.6,1.6,1.52,1.6,1.4,1.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,70,29.0,53.054,2.575,2.58,2.49,2.58,2.45,2.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,177.5,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,2,29.0,52.421,3.18,3.18,3.27,3.18,2.86,3.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,62,29.0,51.674,3.875,3.88,3.92,3.88,3.75,4.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,19,29.0,50.876,4.675,4.68,4.54,4.68,4.25,5.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,206,29.0,50.637,5.675,5.68,5.62,5.68,5.4,5.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,S,False,2020-07-11 00:00:00,2020-07-10 20:00:00,13,20,29.0,49.497,6.675,6.68,6.69,6.68,6.25,7.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,115,29.0,49.499,7.975,8.0,8.0,7.98,7.65,8.3
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,28,29.0,48.922,9.325,9.33,9.0,9.32,8.95,9.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,155,29.0,46.857,10.6,10.75,10.48,10.6,10.2,11.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,123,29.0,46.266,12.225,12.33,12.05,12.23,11.8,12.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,240,29.0,45.429,13.95,14.16,13.53,13.95,13.65,14.25
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,106,29.0,47.241,16.1,16.09,15.91,16.1,15.55,16.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,102,29.0,44.784,17.875,18.11,15.0,17.88,17.5,18.25
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,39,29.0,46.366,20.15,20.14,15.1,20.15,19.6,20.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,92,29.0,36.992,21.725,22.17,18.61,21.73,21.05,22.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,S,True,2020-07-11 00:00:00,2020-07-10 20:00:00,13,25,29.0,28.789,23.85,24.49,20.2,23.85,23.1,24.6
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,150.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1113,29.0,64.159,0.775,0.78,0.66,0.77,0.71,0.84
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,312,29.0,62.294,1.125,1.13,1.13,1.13,1.07,1.18
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1272,29.0,59.088,1.49,1.49,1.56,1.49,1.37,1.61
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1364,29.0,57.273,2.115,2.12,2.19,2.12,1.98,2.25
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,2339,29.0,55.055,2.9,2.9,3.0,2.9,2.65,3.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1621,29.0,55.195,4.275,4.28,4.2,4.28,4.2,4.35
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1391,29.0,53.46,5.725,5.72,5.65,5.73,5.55,5.9
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,82,29.0,52.111,6.5,6.5,6.56,6.5,6.1,6.9
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,771,29.0,51.665,7.525,7.53,7.4,7.53,7.1,7.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,R,False,2020-07-18 00:00:00,2020-07-17 20:00:00,20,30,29.0,50.776,8.575,8.58,8.55,8.57,8.2,8.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,2527,29.0,49.58,9.675,9.77,9.75,9.68,9.35,10.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,54,29.0,50.144,11.2,10.96,10.45,11.2,10.95,11.45
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1135,29.0,49.416,12.6,12.43,12.2,12.6,12.05,13.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,116,29.0,48.055,14.0,13.94,13.69,14.0,13.6,14.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1519,29.0,47.974,15.725,15.73,15.7,15.73,15.5,15.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,111,29.0,46.959,17.4,17.53,18.0,17.4,17.0,17.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,798,29.0,47.473,19.4,19.47,19.55,19.4,19.05,19.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,76,29.0,44.397,21.0,21.48,15.43,21.0,20.4,21.6
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,1503,29.0,46.482,23.35,23.53,22.2,23.35,22.9,23.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,R,True,2020-07-18 00:00:00,2020-07-17 20:00:00,20,63,29.0,48.782,25.75,25.58,14.65,25.75,25.3,26.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,6,29.0,61.374,1.79,1.81,1.75,1.79,1.48,2.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,6,29.0,58.933,2.33,2.33,2.26,2.33,1.86,2.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,19,29.0,57.088,3.095,3.1,3.1,3.1,2.89,3.3
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,8,29.0,54.041,3.875,3.88,4.03,3.88,3.6,4.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,40,29.0,53.277,5.25,5.25,5.09,5.25,4.75,5.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,177.5,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,2,29.0,52.32,5.95,5.95,5.2,5.95,5.4,6.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,531,29.0,50.973,6.65,6.68,6.5,6.65,6.25,7.05
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,4,29.0,50.755,7.65,7.58,7.65,7.65,7.15,8.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,62,29.0,49.222,8.475,8.49,8.42,8.48,8.15,8.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,S,False,2020-07-25 00:00:00,2020-07-24 20:00:00,27,13,29.0,48.48,9.55,9.55,8.5,9.55,9.2,9.9
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,684,29.0,48.96,10.975,10.91,10.93,10.98,10.5,11.45
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,79,29.0,46.927,11.975,12.26,12.06,11.98,11.55,12.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,45,29.0,45.112,13.125,13.61,13.45,13.13,11.9,14.35
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,36,29.0,46.755,15.075,15.11,13.3,15.08,14.35,15.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,56,29.0,45.957,16.625,16.81,14.94,16.63,15.8,17.45
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,52,29.0,44.898,18.225,18.53,16.53,18.23,17.7,18.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,39,29.0,42.796,19.75,20.26,12.55,19.75,18.2,21.3
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,23,29.0,44.168,21.95,22.14,19.15,21.95,21.3,22.6
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,12,29.0,43.421,23.875,24.12,16.65,23.88,23.05,24.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,S,True,2020-07-25 00:00:00,2020-07-24 20:00:00,27,12,29.0,41.467,25.725,26.2,15.1,25.73,24.95,26.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,10,29.0,58.86,2.25,2.25,2.16,2.25,1.9,2.6
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,72,29.0,56.796,2.89,2.9,2.79,2.89,2.58,3.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,256,29.0,55.299,3.775,3.76,3.58,3.78,3.5,4.05
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,29,29.0,52.455,4.625,4.63,4.56,4.63,4.45,4.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,29,29.0,51.667,6.075,6.07,5.85,6.08,5.5,6.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,177.5,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,0,29.0,50.862,6.825,6.82,6.6,6.83,6.25,7.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,20,29.0,50.071,7.65,7.65,6.85,7.65,7.15,8.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,12,29.0,49.277,8.55,8.59,4.87,8.55,8.0,9.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,35,29.0,48.79,9.6,9.55,9.42,9.6,9.15,10.05
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,S,False,2020-08-01 00:00:00,2020-07-31 20:00:00,34,4,29.0,47.179,10.475,10.51,10.73,10.48,10.25,10.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,15,29.0,47.464,11.875,11.89,11.93,11.88,11.45,12.3
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,56,29.0,47.044,13.2,13.27,11.76,13.2,12.65,13.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,26,29.0,45.478,14.35,14.65,14.5,14.35,13.75,14.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,58,29.0,44.699,15.775,16.03,16.22,15.77,15.35,16.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,70,29.0,45.33,17.6,17.66,16.91,17.6,16.85,18.35
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,16,29.0,43.605,19.0,19.29,16.4,19.0,18.25,19.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,32,29.0,42.715,20.675,21.0,11.92,20.67,20.15,21.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,70,29.0,44.922,23.025,22.92,22.81,23.03,22.5,23.55
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,29,29.0,43.534,24.75,24.84,24.44,24.75,24.45,25.05
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,S,True,2020-08-01 00:00:00,2020-07-31 20:00:00,34,12,29.0,40.267,26.275,26.76,18.3,26.28,25.55,27.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,54.546,4.525,4.53,4.55,4.53,3.0,6.05
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,52.01,5.475,5.48,5.45,5.48,4.4,6.55
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,50.427,6.825,6.83,6.7,6.83,6.25,7.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,177.5,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,49.77,7.625,7.61,0.0,7.63,7.05,8.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,48.508,8.35,8.38,7.95,8.35,8.0,8.7
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,182.5,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,48.511,9.45,9.35,7.6,9.45,8.9,10.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,47.184,10.3,10.33,10.57,10.3,9.95,10.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,187.5,S,False,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,46.356,11.35,11.35,9.88,11.35,10.6,12.1
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,46.194,12.65,12.63,12.41,12.65,12.1,13.2
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,192.5,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,45.214,13.825,13.95,11.47,13.83,13.15,14.5
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,44.988,15.275,15.37,12.66,15.27,14.6,15.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,197.5,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,44.332,16.7,16.78,0.0,16.7,16.0,17.4
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,200.0,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,43.429,18.15,18.42,0.0,18.15,17.75,18.55
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,202.5,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,45.246,20.325,20.09,0.0,20.33,19.85,20.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,205.0,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,42.228,21.45,21.77,0.0,21.45,20.9,22.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,207.5,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,40.927,23.075,23.53,23.02,23.08,22.2,23.95
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,210.0,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,40.789,25.025,25.36,0.0,25.03,24.25,25.8
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,212.5,S,True,2020-08-08 00:00:00,2020-08-07 20:00:00,41,0,29.0,40.308,26.975,27.27,0.0,26.98,26.3,27.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,140.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,29,29.0,62.67,2.2,2.18,2.09,2.2,2.07,2.33
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,145.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,18,29.0,60.093,2.615,2.64,2.6,2.62,2.38,2.85
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,150.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,131,29.0,58.466,3.25,3.25,3.15,3.25,3.05,3.45
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,155.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,23,29.0,56.111,3.875,3.88,3.77,3.88,3.75,4.0
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,160.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,341,29.0,53.841,4.625,4.63,4.6,4.63,4.5,4.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,165.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,144,29.0,52.11,5.625,5.63,5.8,5.63,5.4,5.85
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,170.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,73,29.0,50.99,6.95,6.95,6.86,6.95,6.75,7.15
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,175.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,137,29.0,49.404,8.375,8.38,8.3,8.38,8.0,8.75
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,180.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,341,29.0,48.351,10.175,10.18,9.6,10.18,9.9,10.45
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,185.0,R,False,2020-08-22 00:00:00,2020-08-21 20:00:00,55,223,29.0,46.824,12.1,12.1,11.8,12.1,11.85,12.35
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,190.0,R,True,2020-08-22 00:00:00,2020-08-21 20:00:00,55,356,29.0,45.656,14.4,14.54,14.06,14.4,14.15,14.65
2020-06-27 16:26:02.525617,GS,188.905,29.0,PUT,195.0,R,True,2020-08-22 00:00:00,2020-08-21 20:00:00,55,88,29.0,44.534,17.0,16.97,16.7,17.0,16.75,17.25
